title	imdb_id	startYear	runtimeMinutes	genres	url	imdb_rating	num_votes
The House That Jack Built	tt4003440	2018	152	Crime,Drama,Horror	https://letterboxd.com/film/the-house-that-jack-built-2018/	6.8	88254
Alice in Wonderland	tt1014759	2010	108	Adventure,Family,Fantasy	https://letterboxd.com/film/alice-in-wonderland-2010/	6.4	434446
The Father	tt10272386	2020	97	Drama,Mystery	https://letterboxd.com/film/the-father-2020/	8.2	182465
Twilight	tt1099212	2008	122	Drama,Fantasy,Romance	https://letterboxd.com/film/twilight-2008/	5.3	480655
The Artist	tt1655442	2011	100	Comedy,Drama,Romance	https://letterboxd.com/film/the-artist/	7.9	246969
Rebecca	tt0032976	1940	130	Drama,Film-Noir,Mystery	https://letterboxd.com/film/rebecca/	8.1	144252
Love	tt3774694	2015	135	Drama,Romance	https://letterboxd.com/film/love-2015/	6.1	65073
The Lure	tt5278832	2015	92	Drama,Fantasy,Horror	https://letterboxd.com/film/the-lure/	6.3	9513
The Nightingale	tt4068576	2018	136	Adventure,Drama,Thriller	https://letterboxd.com/film/the-nightingale-2018/	7.3	34475
The Ring	tt0298130	2002	115	Horror,Mystery	https://letterboxd.com/film/the-ring-2002/	7.1	369157
The Hunt	tt2106476	2012	115	Drama	https://letterboxd.com/film/the-hunt-2012/	8.3	354834
Youth	tt3312830	2015	124	Comedy,Drama,Music	https://letterboxd.com/film/youth-2015/	7.3	82117
The Net	tt0113957	1995	114	Action,Crime,Drama	https://letterboxd.com/film/the-net/	6	72681
Sunshine	tt0448134	2007	107	Sci-Fi,Thriller	https://letterboxd.com/film/sunshine-2007/	7.2	263054
Wall Street	tt0094291	1987	126	Crime,Drama	https://letterboxd.com/film/wall-street/	7.3	163064
The Witch	tt4263482	2015	92	Drama,Fantasy,Horror	https://letterboxd.com/film/the-witch-2015/	7	291190
Jack and Jill	tt0810913	2011	91	Comedy	https://letterboxd.com/film/jack-and-jill/	3.3	89148
Speed	tt0111257	1994	116	Action,Adventure,Thriller	https://letterboxd.com/film/speed/	7.3	384890
Victoria	tt4226388	2015	138	Crime,Drama,Romance	https://letterboxd.com/film/victoria-2015/	7.6	62168
Kids	tt0113540	1995	91	Drama	https://letterboxd.com/film/kids/	7	83326
Little Women	tt3281548	2019	135	Drama,Romance	https://letterboxd.com/film/little-women-2019/	7.8	233332
Atonement	tt0783233	2007	123	Drama,Mystery,Romance	https://letterboxd.com/film/atonement/	7.8	294500
The Fighter	tt0964517	2010	116	Action,Biography,Drama	https://letterboxd.com/film/the-fighter-2010/	7.8	384205
Shame	tt1723811	2011	101	Drama	https://letterboxd.com/film/shame-2011/	7.2	203770
Nobody	tt7888964	2021	92	Action,Crime,Drama	https://letterboxd.com/film/nobody-2021/	7.4	311452
Nosferatu	tt0013442	1922	94	Fantasy,Horror	https://letterboxd.com/film/nosferatu/	7.9	103632
Thelma	tt6304046	2017	116	Drama,Fantasy,Horror	https://letterboxd.com/film/thelma-2017/	7	35916
The Ten Commandments	tt0049833	1956	220	Adventure,Drama,Family	https://letterboxd.com/film/the-ten-commandments-1956/	7.9	75713
Before Midnight	tt2209418	2013	109	Drama,Romance	https://letterboxd.com/film/before-midnight/	7.9	169153
Boy	tt1560139	2010	87	Comedy,Drama	https://letterboxd.com/film/boy-2010/	7.5	28808
The Circle	tt4287320	2017	110	Drama,Mystery,Sci-Fi	https://letterboxd.com/film/the-circle-2017/	5.3	98316
Twins	tt0096320	1988	107	Comedy,Crime	https://letterboxd.com/film/twins/	6.1	134386
The Verdict	tt0084855	1982	129	Drama	https://letterboxd.com/film/the-verdict-1982/	7.7	44834
White Fang	tt0103247	1991	107	Adventure,Drama,Family	https://letterboxd.com/film/white-fang-1991/	6.7	22058
The Wizard of Oz	tt0032138	1939	102	Adventure,Family,Fantasy	https://letterboxd.com/film/the-wizard-of-oz-1939/	8.1	420730
The Great Gatsby	tt1343092	2013	143	Drama,Romance	https://letterboxd.com/film/the-great-gatsby-2013/	7.2	583005
Metropolis	tt0017136	1927	153	Drama,Sci-Fi	https://letterboxd.com/film/metropolis/	8.3	182423
Silence	tt0490215	2016	161	Drama,History	https://letterboxd.com/film/silence/	7.2	120477
Becky	tt10314450	2020	93	Action,Crime,Drama	https://letterboxd.com/film/becky-2020/	6	23429
Birds of Prey	tt7713068	2020	109	Action,Comedy,Crime	https://letterboxd.com/film/birds-of-prey-and-the-fantabulous-emancipation-of-one-harley-quinn/	6.1	259162
It	tt1396484	2017	135	Horror	https://letterboxd.com/film/it-1990/	7.3	591979
Underworld	tt0320691	2003	121	Action,Fantasy,Thriller	https://letterboxd.com/film/underworld-2003/	7	281704
The Wizard	tt0098663	1989	96	Adventure,Comedy,Drama	https://letterboxd.com/film/the-wizard/	6.1	16304
The Aviator	tt0338751	2004	170	Biography,Drama	https://letterboxd.com/film/the-aviator/	7.5	379016
Prisoners	tt1392214	2013	153	Crime,Drama,Mystery	https://letterboxd.com/film/prisoners/	8.1	783279
A Single Man	tt1315981	2009	99	Crime,Drama,Romance	https://letterboxd.com/film/a-single-man/	7.5	116675
The Wolf of Wall Street	tt0993846	2013	180	Biography,Comedy,Crime	https://letterboxd.com/film/the-wolf-of-wall-street/	8.2	1534678
All Quiet on the Western Front	tt1016150	2022	148	Action,Drama,War	https://letterboxd.com/film/all-quiet-on-the-western-front-2022/	7.8	229958
Iron Man	tt0371746	2008	126	Action,Adventure,Sci-Fi	https://letterboxd.com/film/iron-man-2008/	7.9	1106276
The Maltese Falcon	tt0033870	1941	100	Crime,Film-Noir,Mystery	https://letterboxd.com/film/the-maltese-falcon-1941/	8	164693
The Mummy	tt0120616	1999	124	Action,Adventure,Fantasy	https://letterboxd.com/film/the-mummy-1999/	7.1	452749
Paprika	tt0851578	2006	90	Animation,Drama,Fantasy	https://letterboxd.com/film/paprika-2006/	7.7	92993
Life Is Beautiful	tt0118799	1997	116	Comedy,Drama,Romance	https://letterboxd.com/film/life-is-beautiful/	8.6	729655
Scarface	tt0086250	1983	170	Crime,Drama	https://letterboxd.com/film/scarface-1983/	8.3	895797
King Kong	tt0360717	2005	187	Action,Adventure,Romance	https://letterboxd.com/film/king-kong-2005/	7.2	440774
The Fountain	tt0414993	2006	97	Drama,Mystery,Romance	https://letterboxd.com/film/the-fountain/	7.2	246741
Men in Black	tt0119654	1997	98	Action,Adventure,Comedy	https://letterboxd.com/film/men-in-black/	7.3	600502
Million Dollar Baby	tt0405159	2004	132	Drama,Sport	https://letterboxd.com/film/million-dollar-baby/	8.1	712359
Suicide Squad	tt1386697	2016	123	Action,Adventure,Fantasy	https://letterboxd.com/film/suicide-squad-2016/	5.9	712777
Flash Gordon	tt0080745	1980	111	Action,Adventure,Sci-Fi	https://letterboxd.com/film/flash-gordon-1980/	6.5	60332
To Catch a Thief	tt0048728	1955	106	Mystery,Romance,Thriller	https://letterboxd.com/film/to-catch-a-thief/	7.4	78244
Falling in Love	tt0087233	1984	106	Drama,Romance	https://letterboxd.com/film/falling-in-love/	6.5	15020
Heidi	tt3700392	2015	111	Drama,Family	https://letterboxd.com/film/heidi/	7.4	6859
Gangs of New York	tt0217505	2002	167	Crime,Drama	https://letterboxd.com/film/gangs-of-new-york-2002/	7.5	465610
Stardust	tt0486655	2007	127	Adventure,Family,Fantasy	https://letterboxd.com/film/stardust-2007/	7.6	281440
Frenzy	tt0068611	1972	116	Thriller	https://letterboxd.com/film/frenzy/	7.4	48586
Gone with the Wind	tt0031381	1939	238	Drama,Romance,War	https://letterboxd.com/film/gone-with-the-wind/	8.2	329014
Long Shot	tt2139881	2019	125	Comedy,Romance	https://letterboxd.com/film/long-shot-2019/	6.8	119325
The Man in the Iron Mask	tt0120744	1998	132	Action,Adventure,Drama	https://letterboxd.com/film/the-man-in-the-iron-mask-1998/	6.5	176347
Some Like It Hot	tt0053291	1959	121	Comedy,Music,Romance	https://letterboxd.com/film/some-like-it-hot/	8.2	279220
The Philadelphia Story	tt0032904	1940	112	Comedy,Romance	https://letterboxd.com/film/the-philadelphia-story/	7.9	72711
Citizen Kane	tt0033467	1941	119	Drama,Mystery	https://letterboxd.com/film/citizen-kane/	8.3	459611
Dumbo	tt0033563	1941	64	Adventure,Animation,Drama	https://letterboxd.com/film/dumbo-2019/	7.2	139835
Mr. & Mrs. Smith	tt0356910	2005	120	Action,Comedy,Crime	https://letterboxd.com/film/mr-mrs-smith-2005/	6.5	527536
Superman	tt0078346	1978	143	Action,Adventure,Sci-Fi	https://letterboxd.com/film/superman/	7.4	184561
Casablanca	tt0034583	1942	102	Drama,Romance,War	https://letterboxd.com/film/casablanca/	8.5	596592
The Dark Tower	tt1648190	2017	95	Action,Adventure,Fantasy	https://letterboxd.com/film/the-dark-tower/	5.6	144228
The Avengers	tt0848228	2012	143	Action,Sci-Fi	https://letterboxd.com/film/the-avengers-2012/	8	1442233
The Jungle Book	tt3040964	2016	106	Adventure,Animation,Comedy	https://letterboxd.com/film/the-jungle-book/	7.4	288427
Midnight in Paris	tt1605783	2011	94	Comedy,Fantasy,Romance	https://letterboxd.com/film/midnight-in-paris/	7.6	444108
Batman	tt0096895	1989	126	Action,Adventure	https://letterboxd.com/film/batman-1989/	7.5	398268
Titanic	tt0120338	1997	194	Drama,Romance	https://letterboxd.com/film/titanic-1997/	7.9	1256553
Brazil	tt0088846	1985	132	Drama,Sci-Fi,Thriller	https://letterboxd.com/film/brazil/	7.9	208676
Double Indemnity	tt0036775	1944	107	Crime,Drama,Film-Noir	https://letterboxd.com/film/double-indemnity/	8.3	164816
Thoroughbreds	tt5649108	2017	92	Comedy,Crime,Drama	https://letterboxd.com/film/thoroughbreds-2017/	6.6	45764
It's a Wonderful Life	tt0038650	1946	130	Drama,Family,Fantasy	https://letterboxd.com/film/its-a-wonderful-life/	8.6	484700
Nightmare Alley	tt7740496	2021	150	Crime,Drama,Thriller	https://letterboxd.com/film/nightmare-alley-2021/	7	160189
The Secret Life of Walter Mitty	tt0359950	2013	114	Adventure,Comedy,Drama	https://letterboxd.com/film/the-secret-life-of-walter-mitty-2013/	7.3	333587
Bicycle Thieves	tt0040522	1948	89	Drama	https://letterboxd.com/film/bicycle-thieves/	8.3	172012
Rocky	tt0075148	1976	120	Drama,Sport	https://letterboxd.com/film/rocky/	8.1	616386
Rope	tt0040746	1948	80	Crime,Drama,Mystery	https://letterboxd.com/film/rope/	7.9	151113
Dark City	tt0118929	1998	100	Fantasy,Mystery,Sci-Fi	https://letterboxd.com/film/dark-city-1998/	7.6	209536
Rashomon	tt0042876	1950	88	Crime,Drama,Mystery	https://letterboxd.com/film/rashomon/	8.2	177266
The Guest	tt2980592	2014	100	Action,Mystery,Thriller	https://letterboxd.com/film/the-guest-2014/	6.7	104916
Boyhood	tt1065073	2014	165	Drama	https://letterboxd.com/film/boyhood/	7.9	364260
Strangers on a Train	tt0044079	1951	101	Crime,Drama,Film-Noir	https://letterboxd.com/film/strangers-on-a-train/	7.9	139248
Tomahawk	tt0044135	1951	82	Drama,Western	https://letterboxd.com/film/tomahawk/	6.3	1017
Fargo	tt0116282	1996	98	Crime,Thriller	https://letterboxd.com/film/fargo/	8.1	710470
High Noon	tt0044706	1952	85	Drama,Thriller,Western	https://letterboxd.com/film/high-noon/	8	108829
The Village	tt0368447	2004	108	Drama,Mystery,Thriller	https://letterboxd.com/film/the-village/	6.6	274020
Child's Play	tt0094862	1988	87	Horror,Thriller	https://letterboxd.com/film/childs-play/	6.7	114294
Inferno	tt3062096	2016	121	Action,Adventure,Crime	https://letterboxd.com/film/inferno-1980/	6.2	186707
Roman Holiday	tt0046250	1953	118	Comedy,Romance	https://letterboxd.com/film/roman-holiday/	8	145377
The Fast and the Furious	tt0232500	2001	106	Action,Crime,Thriller	https://letterboxd.com/film/the-fast-and-the-furious-2001/	6.8	411482
Godzilla	tt0831387	2014	123	Action,Adventure,Sci-Fi	https://letterboxd.com/film/godzilla-2014/	6.4	431622
Johnny Guitar	tt0047136	1954	110	Drama,Western	https://letterboxd.com/film/johnny-guitar/	7.6	19257
The Raid	tt5669134	2017	41	Drama,Fantasy,Horror	https://letterboxd.com/film/the-raid-2011/	8.3	2634
Rear Window	tt0047396	1954	112	Mystery,Thriller	https://letterboxd.com/film/rear-window/	8.5	513401
Taxi Driver	tt0075314	1976	114	Crime,Drama	https://letterboxd.com/film/taxi-driver/	8.2	897829
Wanted	tt0493464	2008	110	Action,Crime,Thriller	https://letterboxd.com/film/wanted-2008/	6.7	404114
The Night of the Hunter	tt0048424	1955	92	Crime,Drama,Film-Noir	https://letterboxd.com/film/the-night-of-the-hunter/	8	95643
Rebel Without a Cause	tt0048545	1955	111	Drama	https://letterboxd.com/film/rebel-without-a-cause/	7.6	96445
Top Gun	tt0092099	1986	109	Action,Drama	https://letterboxd.com/film/top-gun/	6.9	489571
12 Angry Men	tt0050083	1957	96	Crime,Drama	https://letterboxd.com/film/12-angry-men/	9	843784
The Seventh Seal	tt0050976	1957	96	Drama,Fantasy	https://letterboxd.com/film/the-seventh-seal/	8.1	195043
Wild Strawberries	tt0050986	1957	91	Drama,Romance	https://letterboxd.com/film/wild-strawberries/	8.1	112974
Dunkirk	tt5013056	2017	106	Action,Drama,History	https://letterboxd.com/film/dunkirk-2017/	7.8	720293
The Fly	tt0091064	1986	96	Drama,Horror,Sci-Fi	https://letterboxd.com/film/the-fly-1986/	7.6	197886
Machete	tt0985694	2010	105	Action,Crime,Thriller	https://letterboxd.com/film/machete/	6.6	202507
Vertigo	tt0052357	1958	128	Mystery,Romance,Thriller	https://letterboxd.com/film/vertigo/	8.3	420139
Ben-Hur	tt0052618	1959	212	Adventure,Drama	https://letterboxd.com/film/ben-hur-1959/	8.1	249789
Glass	tt6823368	2019	129	Drama,Horror,Sci-Fi	https://letterboxd.com/film/glass-2019/	6.6	261580
Labyrinth	tt0091369	1986	101	Adventure,Family,Fantasy	https://letterboxd.com/film/labyrinth/	7.3	146542
North by Northwest	tt0053125	1959	136	Action,Adventure,Mystery	https://letterboxd.com/film/north-by-northwest/	8.3	341116
The 400 Blows	tt0053198	1959	99	Crime,Drama	https://letterboxd.com/film/the-400-blows/	8.1	125694
The Apartment	tt0053604	1960	125	Comedy,Drama,Romance	https://letterboxd.com/film/the-apartment/	8.3	192230
The Expendables	tt1320253	2010	103	Action,Adventure,Thriller	https://letterboxd.com/film/the-expendables/	6.4	360943
Ocean's Eleven	tt0240772	2001	116	Crime,Thriller	https://letterboxd.com/film/oceans-eleven-2001/	7.7	606888
Psycho	tt0054215	1960	109	Horror,Mystery,Thriller	https://letterboxd.com/film/psycho/	8.5	706313
Spartacus	tt1442449	2010	55	Action,Adventure,Biography	https://letterboxd.com/film/spartacus/	8.5	252881
The Party	tt0063415	1968	99	Comedy,Romance	https://letterboxd.com/film/the-party-1980/	7.4	42955
Last Year at Marienbad	tt0054632	1961	94	Drama,Mystery	https://letterboxd.com/film/last-year-at-marienbad/	7.7	24374
Breakfast at Tiffany's	tt0054698	1961	115	Comedy,Drama,Romance	https://letterboxd.com/film/breakfast-at-tiffanys/	7.6	189192
Bad Boys	tt0112442	1995	119	Action,Comedy,Crime	https://letterboxd.com/film/bad-boys-1995/	6.8	281139
One, Two, Three	tt0055256	1961	104	Comedy	https://letterboxd.com/film/one-two-three/	7.9	22601
West Side Story	tt0055614	1961	153	Crime,Drama,Musical	https://letterboxd.com/film/west-side-story-2021/	7.6	119360
Yojimbo	tt0055630	1961	110	Action,Drama,Thriller	https://letterboxd.com/film/yojimbo/	8.2	129110
Lawrence of Arabia	tt0056172	1962	218	Adventure,Biography,Drama	https://letterboxd.com/film/lawrence-of-arabia/	8.3	308463
8½	tt0056801	1963	138	Drama	https://letterboxd.com/film/8-half/	8	123485
The Birds	tt0056869	1963	119	Drama,Horror,Mystery	https://letterboxd.com/film/the-birds/	7.6	201292
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	tt0057012	1964	95	Comedy,War	https://letterboxd.com/film/dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb/	8.4	510504
From Russia with Love	tt0057076	1963	115	Action,Adventure,Thriller	https://letterboxd.com/film/from-russia-with-love/	7.3	142967
Audition	tt0235198	1999	115	Drama,Horror,Mystery	https://letterboxd.com/film/audition/	7.1	87509
The Running Man	tt0093894	1987	101	Action,Sci-Fi,Thriller	https://letterboxd.com/film/the-running-man/	6.7	162803
The Addams Family	tt0101272	1991	99	Comedy,Fantasy	https://letterboxd.com/film/the-addams-family/	6.9	176837
The Man from U.N.C.L.E.	tt1638355	2015	116	Action,Adventure,Comedy	https://letterboxd.com/film/the-man-from-uncle/	7.2	326995
A Fistful of Dollars	tt0058461	1964	99	Action,Drama,Western	https://letterboxd.com/film/a-fistful-of-dollars/	7.9	228391
Woman in the Dunes	tt0058625	1964	147	Drama,Thriller	https://letterboxd.com/film/woman-in-the-dunes/	8.5	21986
The Thin Red Line	tt0120863	1998	170	Drama,History,War	https://letterboxd.com/film/the-thin-red-line/	7.6	196871
The Gentlemen	tt8367814	2019	113	Action,Crime	https://letterboxd.com/film/the-gentlemen/	7.8	377086
The Sound of Music	tt0059742	1965	172	Biography,Drama,Family	https://letterboxd.com/film/the-sound-of-music/	8.1	252639
Mission: Impossible	tt0117060	1996	110	Action,Adventure,Thriller	https://letterboxd.com/film/mission-impossible/	7.2	462086
Star Trek	tt0796366	2009	127	Action,Adventure,Sci-Fi	https://letterboxd.com/film/star-trek/	7.9	616175
Persona	tt0060827	1966	85	Drama,Thriller	https://letterboxd.com/film/persona/	8.1	128355
Birdman	tt0061237	1967	30	Action,Adventure,Animation	https://letterboxd.com/film/birdman-or-the-unexpected-virtue-of-ignorance/	6.7	1070
Fantastic Four	tt0120667	2005	106	Action,Adventure,Fantasy	https://letterboxd.com/film/fantastic-four-2005/	5.7	340559
Speed Racer	tt0811080	2008	135	Action,Adventure,Comedy	https://letterboxd.com/film/speed-racer/	6.1	77418
Spider-Man	tt0145487	2002	121	Action,Adventure,Sci-Fi	https://letterboxd.com/film/spider-man/	7.4	862083
Belle de Jour	tt0061395	1967	100	Drama,Romance	https://letterboxd.com/film/belle-de-jour/	7.7	47939
Far from the Madding Crowd	tt2935476	2015	119	Drama,Romance	https://letterboxd.com/film/far-from-the-madding-crowd-2015/	7.1	52699
The Graduate	tt0061722	1967	106	Comedy,Drama,Romance	https://letterboxd.com/film/the-graduate/	8	285214
2001: A Space Odyssey	tt0062622	1968	149	Adventure,Sci-Fi	https://letterboxd.com/film/2001-a-space-odyssey/	8.3	705569
Planet of the Apes	tt0133152	2001	120	Action,Adventure,Sci-Fi	https://letterboxd.com/film/planet-of-the-apes/	5.7	226357
Rosemary's Baby	tt0063522	1968	137	Drama,Horror	https://letterboxd.com/film/rosemarys-baby/	8	230974
Armageddon	tt0120591	1998	151	Action,Adventure,Sci-Fi	https://letterboxd.com/film/armageddon/	6.7	444481
Butch Cassidy and the Sundance Kid	tt0064115	1969	110	Biography,Crime,Drama	https://letterboxd.com/film/butch-cassidy-and-the-sundance-kid/	8	224225
Once Upon a Time in the West	tt0064116	1968	166	Western	https://letterboxd.com/film/once-upon-a-time-in-the-west/	8.5	344254
The Fall	tt2294189	2013	60	Crime,Drama,Thriller	https://letterboxd.com/film/the-fall/	8.1	115905
The Italian Job	tt0317740	2003	111	Action,Crime,Thriller	https://letterboxd.com/film/the-italian-job-2003/	7	384001
True Grit	tt1403865	2010	110	Drama,Western	https://letterboxd.com/film/true-grit-2010/	7.6	353153
The Wild Bunch	tt0065214	1969	145	Action,Adventure,Drama	https://letterboxd.com/film/the-wild-bunch/	7.9	89233
1917	tt8579674	2019	119	Action,Drama,War	https://letterboxd.com/film/1917/	8.2	653138
Airport	tt0065377	1970	137	Action,Drama,Thriller	https://letterboxd.com/film/airport/	6.6	21274
The Wrestler	tt1125849	2008	109	Drama,Sport	https://letterboxd.com/film/the-wrestler/	7.9	316816
A Clockwork Orange	tt0066921	1971	136	Crime,Sci-Fi	https://letterboxd.com/film/a-clockwork-orange/	8.3	867112
Straw Dogs	tt0067800	1971	113	Crime,Drama,Thriller	https://letterboxd.com/film/straw-dogs/	7.4	63686
The Godfather	tt0068646	1972	175	Crime,Drama	https://letterboxd.com/film/the-godfather/	9.2	1971795
Heat	tt0113277	1995	170	Action,Crime,Drama	https://letterboxd.com/film/heat-1995/	8.3	702049
Malcolm X	tt0104797	1992	202	Biography,Drama,History	https://letterboxd.com/film/malcolm-x-1992/	7.7	100363
Roma	tt6155172	2018	135	Drama	https://letterboxd.com/film/roma-2018/	7.7	167191
Shelley	tt5013688	2016	92	Drama,Horror,Mystery	https://letterboxd.com/film/shelley/	5.3	4030
Blade	tt0120611	1998	120	Action,Horror,Sci-Fi	https://letterboxd.com/film/blade/	7.1	293061
The Invitation	tt2400463	2015	100	Drama,Horror,Mystery	https://letterboxd.com/film/the-invitation-2015/	6.6	117308
The Little Mermaid	tt0097757	1989	83	Adventure,Animation,Family	https://letterboxd.com/film/the-little-mermaid/	7.6	285787
Mean Streets	tt0070379	1973	112	Crime,Drama,Thriller	https://letterboxd.com/film/mean-streets/	7.2	117153
World on a Wire	tt0070904	1973	212	Crime,Mystery,Sci-Fi	https://letterboxd.com/film/world-on-a-wire-1973/	7.7	6649
The Wicker Man	tt0070917	1973	88	Horror,Mystery,Thriller	https://letterboxd.com/film/the-wicker-man/	7.5	89807
Zardoz	tt0070948	1974	105	Adventure,Fantasy,Sci-Fi	https://letterboxd.com/film/zardoz/	5.8	24193
Shazam!	tt0448115	2019	132	Action,Adventure,Comedy	https://letterboxd.com/film/shazam/	7	376786
A Bigger Splash	tt2056771	2015	125	Drama,Music,Thriller	https://letterboxd.com/film/a-bigger-splash-2015/	6.4	32199
Chinatown	tt0071315	1974	130	Drama,Mystery,Thriller	https://letterboxd.com/film/chinatown/	8.2	343207
Crash	tt0375679	2004	112	Crime,Drama,Thriller	https://letterboxd.com/film/crash-2004/	7.7	446122
The Dead Don't Die	tt8695030	2019	104	Comedy,Fantasy,Horror	https://letterboxd.com/film/the-dead-dont-die-2019/	5.5	84056
Manhunter	tt0091474	1986	120	Crime,Mystery,Thriller	https://letterboxd.com/film/manhunter/	7.2	79252
Memoria	tt8399288	2021	136	Drama,Mystery,Sci-Fi	https://letterboxd.com/film/memoria-2011/	6.5	10703
Murder on the Orient Express	tt3402236	2017	114	Crime,Drama,Mystery	https://letterboxd.com/film/murder-on-the-orient-express-2017/	6.5	284859
Once	tt0907657	2007	86	Drama,Music,Romance	https://letterboxd.com/film/once/	7.8	120315
The Texas Chain Saw Massacre	tt0072271	1974	83	Horror	https://letterboxd.com/film/the-texas-chain-saw-massacre/	7.4	179678
Wonder Woman	tt0451279	2017	141	Action,Adventure,Fantasy	https://letterboxd.com/film/wonder-woman-2017/	7.4	689374
The Mother	tt6968614	2023	115	Action,Thriller	https://letterboxd.com/film/the-mother-2023/	5.6	44050
Barry Lyndon	tt0072684	1975	185	Adventure,Drama,War	https://letterboxd.com/film/barry-lyndon/	8.1	179214
Independence Day	tt0116629	1996	145	Action,Adventure,Sci-Fi	https://letterboxd.com/film/independence-day/	7	597937
Jaws	tt0073195	1975	124	Adventure,Mystery,Thriller	https://letterboxd.com/film/jaws/	8.1	647085
Mood Indigo	tt2027140	2013	131	Comedy,Drama,Fantasy	https://letterboxd.com/film/mood-indigo/	6.5	16558
One Flew Over the Cuckoo's Nest	tt0073486	1975	133	Drama	https://letterboxd.com/film/one-flew-over-the-cuckoos-nest/	8.7	1052761
Revolver	tt0365686	2005	111	Action,Crime,Drama	https://letterboxd.com/film/revolver/	6.3	100814
Assault on Precinct 13	tt0398712	2005	109	Action,Crime,Drama	https://letterboxd.com/film/assault-on-precinct-13/	6.3	81312
Eraserhead	tt0074486	1977	89	Fantasy,Horror	https://letterboxd.com/film/eraserhead/	7.3	124783
Mikey and Nicky	tt0074901	1976	106	Crime,Drama	https://letterboxd.com/film/mikey-and-nicky/	7.4	6553
Pleasantville	tt0120789	1998	124	Comedy,Drama,Fantasy	https://letterboxd.com/film/pleasantville/	7.5	134829
Climax	tt8359848	2018	97	Drama,Horror,Music	https://letterboxd.com/film/climax-2018/	6.9	76944
Close Encounters of the Third Kind	tt0075860	1977	138	Drama,Sci-Fi	https://letterboxd.com/film/close-encounters-of-the-third-kind/	7.6	213118
The Ritual	tt5638642	2017	94	Horror,Mystery,Thriller	https://letterboxd.com/film/the-ritual-2017/	6.3	115177
The Report	tt8236336	2019	119	Biography,Crime,Drama	https://letterboxd.com/film/the-report-2019/	7.2	48789
The Incredible Hulk	tt0800080	2008	112	Action,Adventure,Sci-Fi	https://letterboxd.com/film/the-incredible-hulk/	6.6	516491
Saturday Night Fever	tt0076666	1977	118	Drama,Music	https://letterboxd.com/film/saturday-night-fever/	6.8	85641
Spectre	tt2379713	2015	148	Action,Adventure,Thriller	https://letterboxd.com/film/spectre-2015/	6.8	459750
Star Wars	tt0076759	1977	121	Action,Adventure,Fantasy	https://letterboxd.com/film/star-wars/	8.6	1425636
Suspiria	tt0076786	1977	99	Horror	https://letterboxd.com/film/suspiria-2018/	7.3	103014
Dawn of the Dead	tt0363547	2004	101	Action,Horror	https://letterboxd.com/film/dawn-of-the-dead/	7.3	267772
The Deer Hunter	tt0077416	1978	183	Drama,War	https://letterboxd.com/film/the-deer-hunter/	8.1	355927
Grease	tt0077631	1978	110	Comedy,Musical,Romance	https://letterboxd.com/film/grease/	7.2	294675
Halloween	tt0077651	1978	91	Horror,Thriller	https://letterboxd.com/film/halloween-1978/	7.7	302176
The Irishman	tt1302006	2019	209	Biography,Crime,Drama	https://letterboxd.com/film/the-irishman-2019/	7.8	420336
Matilda	tt0117008	1996	98	Comedy,Family,Fantasy	https://letterboxd.com/film/matilda/	7	170193
Oppenheimer	tt15398776	2023	180	Biography,Drama,History	https://letterboxd.com/film/oppenheimer-2023/	8.4	543372
Alien	tt0078748	1979	117	Horror,Sci-Fi	https://letterboxd.com/film/alien/	8.5	930372
Apocalypse Now	tt0078788	1979	147	Drama,Mystery,War	https://letterboxd.com/film/apocalypse-now/	8.4	698013
The Black Hole	tt0078869	1979	98	Action,Sci-Fi	https://letterboxd.com/film/the-black-hole/	5.9	27431
The Gift	tt4178092	2015	108	Drama,Mystery,Thriller	https://letterboxd.com/film/the-gift-2015-1/	7	168408
Kramer vs. Kramer	tt0079417	1979	105	Drama	https://letterboxd.com/film/kramer-vs-kramer/	7.8	152363
Life of Brian	tt0079470	1979	94	Comedy	https://letterboxd.com/film/life-of-brian/	8	417879
Mad Max	tt0079501	1979	88	Action,Adventure,Sci-Fi	https://letterboxd.com/film/mad-max/	6.8	218028
Monster	tt0340855	2003	109	Biography,Crime,Drama	https://letterboxd.com/film/monster/	7.3	159305
Stalker	tt0079944	1979	162	Drama,Sci-Fi	https://letterboxd.com/film/stalker/	8.1	141893
Berlin Alexanderplatz	tt0080196	1980	931	Crime,Drama	https://letterboxd.com/film/berlin-alexanderplatz/	8.4	4801
Tinker Tailor Soldier Spy	tt1340800	2011	127	Drama,Mystery,Thriller	https://letterboxd.com/film/tinker-tailor-soldier-spy/	7	209923
Arrival	tt2543164	2016	116	Drama,Mystery,Sci-Fi	https://letterboxd.com/film/arrival-2016/	7.9	746420
Babylon	tt10640346	2022	189	Comedy,Drama,History	https://letterboxd.com/film/babylon-2022/	7.1	154338
The Elephant Man	tt0080678	1980	124	Biography,Drama	https://letterboxd.com/film/the-elephant-man/	8.2	254133
Raging Bull	tt0081398	1980	129	Biography,Drama,Sport	https://letterboxd.com/film/raging-bull/	8.1	373096
The Shining	tt0081505	1980	146	Drama,Horror	https://letterboxd.com/film/the-shining/	8.4	1084661
Steel	tt0120207	1997	97	Action,Adventure,Crime	https://letterboxd.com/film/steel/	3	14861
