title	imdb_id	startYear	runtimeMinutes	genres	url	imdb_rating	num_votes
Moon	tt1182345	2009	97	Drama,Mystery,Sci-Fi	https://letterboxd.com/film/moon/	7.8	372258
Carol	tt2402927	2015	118	Drama,Romance	https://letterboxd.com/film/carol-2015/	7.2	139192
The Lovely Bones	tt0380510	2009	135	Drama,Fantasy,Thriller	https://letterboxd.com/film/the-lovely-bones/	6.6	177387
Synecdoche, New York	tt0383028	2008	124	Drama	https://letterboxd.com/film/synecdoche-new-york/	7.5	96817
Unbroken	tt1809398	2014	137	Action,Biography,Drama	https://letterboxd.com/film/unbroken/	7.2	179470
Where the Wild Things Are	tt0386117	2009	101	Adventure,Drama,Family	https://letterboxd.com/film/where-the-wild-things-are/	6.7	107810
Saw	tt0387564	2004	103	Horror,Mystery,Thriller	https://letterboxd.com/film/saw/	7.6	458554
Idiocracy	tt0387808	2006	84	Adventure,Comedy,Sci-Fi	https://letterboxd.com/film/idiocracy/	6.5	177678
Caché	tt0387898	2005	117	Drama,Mystery,Thriller	https://letterboxd.com/film/cache/	7.3	84012
Brokeback Mountain	tt0388795	2005	134	Drama,Romance	https://letterboxd.com/film/brokeback-mountain/	7.7	375501
Primer	tt0390384	2004	77	Drama,Sci-Fi,Thriller	https://letterboxd.com/film/primer/	6.7	112522
The Devil's Rejects	tt0395584	2005	107	Crime,Drama,Horror	https://letterboxd.com/film/the-devils-rejects/	6.7	104801
The Batman	tt1877830	2022	176	Action,Crime,Drama	https://letterboxd.com/film/the-batman/	7.8	748631
Get Out	tt5052448	2017	104	Horror,Mystery,Thriller	https://letterboxd.com/film/get-out-2017/	7.8	672966
Hostel	tt0450278	2005	94	Horror	https://letterboxd.com/film/hostel/	5.9	188561
Little Children	tt0404203	2006	137	Drama,Romance	https://letterboxd.com/film/little-children/	7.5	115546
The Lives of Others	tt0405094	2006	137	Drama,Mystery,Thriller	https://letterboxd.com/film/the-lives-of-others/	8.4	404448
Southland Tales	tt0405336	2006	145	Comedy,Drama,Mystery	https://letterboxd.com/film/southland-tales/	5.3	40112
The 40 Year Old Virgin	tt0405422	2005	116	Comedy,Romance	https://letterboxd.com/film/the-40-year-old-virgin/	7.1	458955
Watchmen	tt0409459	2009	162	Action,Drama,Mystery	https://letterboxd.com/film/watchmen/	7.6	573628
The Lake House	tt0410297	2006	99	Drama,Fantasy,Romance	https://letterboxd.com/film/the-lake-house/	6.8	156026
Broken Flowers	tt0412019	2005	106	Comedy,Drama,Mystery	https://letterboxd.com/film/broken-flowers/	7.1	105946
Pride & Prejudice	tt0414387	2005	129	Drama,Romance	https://letterboxd.com/film/pride-prejudice/	7.8	321423
300	tt0416449	2006	117	Action,Drama	https://letterboxd.com/film/300/	7.6	851935
Snakes on a Plane	tt0417148	2006	105	Action,Adventure,Crime	https://letterboxd.com/film/snakes-on-a-plane/	5.5	143643
Adam's Apples	tt0418455	2005	94	Comedy,Crime,Drama	https://letterboxd.com/film/adams-apples/	7.7	53635
Sommersturm	tt0420206	2004	98	Comedy,Drama,Romance	https://letterboxd.com/film/sommersturm/	7.3	14406
The Curious Case of Benjamin Button	tt0421715	2008	166	Drama,Fantasy,Romance	https://letterboxd.com/film/the-curious-case-of-benjamin-button/	7.8	684017
Clerks II	tt0424345	2006	97	Comedy	https://letterboxd.com/film/clerks-ii/	7.3	139760
Hot Fuzz	tt0425112	2007	121	Action,Comedy,Mystery	https://letterboxd.com/film/hot-fuzz/	7.8	527803
The Menu	tt9764362	2022	107	Comedy,Horror,Thriller	https://letterboxd.com/film/the-menu-2022/	7.2	364555
Belfast	tt12789558	2021	98	Biography,Drama,Romance	https://letterboxd.com/film/belfast/	7.2	86605
Midsommar	tt8772262	2019	148	Drama,Horror,Mystery	https://letterboxd.com/film/midsommar/	7.1	381134
Alexander and the Terrible, Horrible, No Good, Very Bad Day	tt1698641	2014	81	Comedy,Drama,Family	https://letterboxd.com/film/alexander-and-the-terrible-horrible-no-good-very-bad-day/	6.2	46106
Fantastic Mr. Fox	tt0432283	2009	87	Adventure,Animation,Comedy	https://letterboxd.com/film/fantastic-mr-fox/	7.9	262106
Stay Alive	tt0441796	2006	85	Fantasy,Horror,Mystery	https://letterboxd.com/film/stay-alive/	5	33652
Scott Pilgrim vs. the World	tt0446029	2010	112	Action,Comedy,Fantasy	https://letterboxd.com/film/scott-pilgrim-vs-the-world/	7.5	457024
Eragon	tt0449010	2006	104	Action,Adventure,Family	https://letterboxd.com/film/eragon/	5.1	129467
Little Miss Sunshine	tt0449059	2006	101	Comedy,Drama	https://letterboxd.com/film/little-miss-sunshine/	7.8	508249
Inside Man	tt0454848	2006	129	Crime,Drama,Mystery	https://letterboxd.com/film/inside-man/	7.6	391519
Life of Pi	tt0454876	2012	127	Adventure,Drama,Fantasy	https://letterboxd.com/film/life-of-pi/	7.9	657310
The Pursuit of Happyness	tt0454921	2006	117	Biography,Drama	https://letterboxd.com/film/the-pursuit-of-happyness/	8	548381
Pan's Labyrinth	tt0457430	2006	118	Drama,Fantasy,War	https://letterboxd.com/film/pans-labyrinth/	8.2	693929
The Devil Wears Prada	tt0458352	2006	109	Comedy,Drama	https://letterboxd.com/film/the-devil-wears-prada/	6.9	450327
X-Men Origins: Wolverine	tt0458525	2009	107	Action,Sci-Fi	https://letterboxd.com/film/x-men-origins-wolverine/	6.5	523864
High-Rise	tt0462335	2015	119	Drama,Sci-Fi	https://letterboxd.com/film/high-rise-2015/	5.5	44655
First Man	tt1213641	2018	141	Biography,Drama,History	https://letterboxd.com/film/first-man/	7.3	198914
There Will Be Blood	tt0469494	2007	158	Drama	https://letterboxd.com/film/there-will-be-blood/	8.2	628255
Ex Machina	tt0470752	2014	108	Drama,Sci-Fi,Thriller	https://letterboxd.com/film/ex-machina-2015/	7.7	574717
Antichrist	tt0870984	2009	108	Drama,Horror,Thriller	https://letterboxd.com/film/antichrist/	6.5	134170
Hail, Caesar!	tt0475290	2016	106	Comedy,Drama,Mystery	https://letterboxd.com/film/hail-caesar-2016/	6.3	141339
High School Musical	tt0475293	2006	98	Comedy,Drama,Family	https://letterboxd.com/film/high-school-musical/	5.5	94564
Ant-Man	tt0478970	2015	117	Action,Comedy,Sci-Fi	https://letterboxd.com/film/ant-man/	7.3	709901
Crank	tt0479884	2006	88	Action,Crime,Thriller	https://letterboxd.com/film/crank/	6.9	260273
The Prestige	tt0482571	2006	130	Drama,Mystery,Sci-Fi	https://letterboxd.com/film/the-prestige/	8.5	1411655
Fantastic Four: Rise of the Silver Surfer	tt0486576	2007	92	Action,Adventure,Fantasy	https://letterboxd.com/film/fantastic-four-rise-of-the-silver-surfer/	5.6	274770
Wild Hogs	tt0486946	2007	100	Action,Adventure,Comedy	https://letterboxd.com/film/wild-hogs/	5.8	122399
Eagle vs Shark	tt0494222	2007	93	Comedy,Romance	https://letterboxd.com/film/eagle-vs-shark/	6.7	25947
Inkheart	tt0494238	2008	106	Adventure,Family,Fantasy	https://letterboxd.com/film/inkheart/	6.1	81467
Vicky Cristina Barcelona	tt0497465	2008	96	Comedy,Drama,Romance	https://letterboxd.com/film/vicky-cristina-barcelona/	7.1	266194
Pitch Perfect	tt1981677	2012	112	Comedy,Music,Romance	https://letterboxd.com/film/pitch-perfect/	7.1	325532
Lost River	tt2366608	2014	95	Drama,Fantasy,Mystery	https://letterboxd.com/film/lost-river/	5.7	18927
The Nightmare	tt3317522	2015	91	Documentary,Horror	https://letterboxd.com/film/the-nightmare-2015-1/	5.7	7098
Lady Bird	tt4925292	2017	94	Comedy,Drama	https://letterboxd.com/film/lady-bird/	7.4	317955
Thor	tt0800369	2011	115	Action,Fantasy	https://letterboxd.com/film/thor/	7	887613
Surrogates	tt0986263	2009	89	Action,Sci-Fi,Thriller	https://letterboxd.com/film/surrogates/	6.3	179161
The Purge	tt2184339	2013	85	Horror,Sci-Fi,Thriller	https://letterboxd.com/film/the-purge/	5.7	236462
While We're Young	tt1791682	2014	97	Comedy,Drama	https://letterboxd.com/film/while-were-young/	6.3	52834
Harriet	tt4648786	2019	125	Action,Biography,Drama	https://letterboxd.com/film/harriet/	6.7	29945
A Quiet Place	tt6644200	2018	90	Drama,Horror,Sci-Fi	https://letterboxd.com/film/a-quiet-place-2018/	7.5	569305
Bridge of Spies	tt3682448	2015	142	Drama,History,Thriller	https://letterboxd.com/film/bridge-of-spies/	7.6	324007
Friends with Benefits	tt1632708	2011	109	Comedy,Romance	https://letterboxd.com/film/friends-with-benefits/	6.5	388593
Hereafter	tt1212419	2010	129	Drama,Fantasy,Romance	https://letterboxd.com/film/hereafter/	6.5	94762
Last Vegas	tt1204975	2013	105	Comedy	https://letterboxd.com/film/last-vegas/	6.6	136019
A Ghost Story	tt6265828	2017	92	Drama,Fantasy,Mystery	https://letterboxd.com/film/a-ghost-story-2017/	6.8	77828
Running Man	tt2185037	2010	80	Comedy,Game-Show,Reality-TV	https://letterboxd.com/film/running-man/	9.1	3463
The Martian	tt3659388	2015	144	Adventure,Drama,Sci-Fi	https://letterboxd.com/film/the-martian/	8	903767
Bohemian Rhapsody	tt1727824	2018	134	Biography,Drama,Music	https://letterboxd.com/film/bohemian-rhapsody/	7.9	575722
Amsterdam	tt10304142	2022	134	Comedy,Drama,History	https://letterboxd.com/film/amsterdam-2022/	6.1	87017
Interstellar	tt0816692	2014	169	Adventure,Drama,Sci-Fi	https://letterboxd.com/film/interstellar/	8.7	2023446
Death Note	tt0877057	2006	851	Animation,Crime,Drama	https://letterboxd.com/film/death-note-2017/	8.9	364497
Into the Wild	tt0758758	2007	148	Adventure,Biography,Drama	https://letterboxd.com/film/into-the-wild/	8.1	648221
Nightcrawler	tt2872718	2014	117	Crime,Drama,Thriller	https://letterboxd.com/film/nightcrawler/	7.8	590075
Krabat	tt0772181	2008	120	Drama,Fantasy,Thriller	https://letterboxd.com/film/krabat/	6.1	6773
In Bruges	tt0780536	2008	107	Comedy,Crime,Drama	https://letterboxd.com/film/in-bruges/	7.9	454198
Mamma Mia!	tt0795421	2008	108	Comedy,Musical,Romance	https://letterboxd.com/film/mamma-mia/	6.5	266421
Warcraft	tt0803096	2016	123	Action,Adventure,Fantasy	https://letterboxd.com/film/warcraft/	6.7	275111
Superbad	tt0829482	2007	113	Comedy	https://letterboxd.com/film/superbad/	7.6	618983
The Darjeeling Limited	tt0838221	2007	91	Adventure,Comedy,Drama	https://letterboxd.com/film/the-darjeeling-limited/	7.2	213623
Valhalla Rising	tt0862467	2009	93	Action,Adventure,Drama	https://letterboxd.com/film/valhalla-rising/	6	62986
Burn After Reading	tt0887883	2008	96	Comedy,Crime,Drama	https://letterboxd.com/film/burn-after-reading/	7	347717
A Hidden Life	tt5827916	2019	174	Biography,Drama,Romance	https://letterboxd.com/film/a-hidden-life-2019/	7.4	27295
The Hobbit: An Unexpected Journey	tt0903624	2012	169	Adventure,Fantasy	https://letterboxd.com/film/the-hobbit-an-unexpected-journey/	7.8	859105
La La Land	tt3783958	2016	128	Comedy,Drama,Music	https://letterboxd.com/film/la-la-land/	8	644104
Doctor Strange	tt1211837	2016	115	Action,Adventure,Fantasy	https://letterboxd.com/film/doctor-strange-2016/	7.5	788765
Pineapple Express	tt0910936	2008	111	Action,Comedy,Crime	https://letterboxd.com/film/pineapple-express/	6.9	353330
WALL·E	tt0910970	2008	98	Adventure,Animation,Family	https://letterboxd.com/film/walle/	8.4	1176156
Assassin's Creed	tt2094766	2016	115	Action,Adventure,Sci-Fi	https://letterboxd.com/film/assassins-creed/	5.6	206639
Tropic Thunder	tt0942385	2008	107	Action,Comedy,War	https://letterboxd.com/film/tropic-thunder/	7.1	440109
Source Code	tt0945513	2011	93	Action,Drama,Mystery	https://letterboxd.com/film/source-code/	7.5	542091
Revolutionary Road	tt0959337	2008	119	Drama,Romance	https://letterboxd.com/film/revolutionary-road/	7.3	222284
Rabbit Without Ears	tt0960790	2007	116	Comedy,Romance	https://letterboxd.com/film/rabbit-without-ears/	6.5	18475
The Favourite	tt5083738	2018	119	Biography,Comedy,Drama	https://letterboxd.com/film/the-favourite/	7.5	215548
The Handmaiden	tt4016934	2016	145	Drama,Romance,Thriller	https://letterboxd.com/film/the-handmaiden/	8.1	166223
Fifty Shades Freed	tt4477536	2018	105	Drama,Romance,Thriller	https://letterboxd.com/film/fifty-shades-freed/	4.5	71961
Captain America: Civil War	tt3498820	2016	147	Action,Sci-Fi	https://letterboxd.com/film/captain-america-civil-war/	7.8	834386
Slumdog Millionaire	tt1010048	2008	120	Crime,Drama,Romance	https://letterboxd.com/film/slumdog-millionaire/	8	869060
Logan	tt3315342	2017	137	Action,Drama,Sci-Fi	https://letterboxd.com/film/logan-2017/	8.1	812552
Avengers: Endgame	tt4154796	2019	181	Action,Adventure,Drama	https://letterboxd.com/film/avengers-endgame/	8.4	1231667
Eden Lake	tt1020530	2008	91	Horror,Thriller	https://letterboxd.com/film/eden-lake/	6.7	92667
Adaptation	tt8250826	2019	51	Drama,Horror,Thriller	https://letterboxd.com/film/adaptation/	7.9	7478
(500) Days of Summer	tt1022603	2009	95	Comedy,Drama,Romance	https://letterboxd.com/film/500-days-of-summer/	7.7	545738
Avengers: Infinity War	tt4154756	2018	149	Action,Adventure,Sci-Fi	https://letterboxd.com/film/avengers-infinity-war/	8.4	1171212
Death Proof	tt1028528	2007	127	Action,Thriller	https://letterboxd.com/film/death-proof/	7	308481
Iron Sky	tt1034314	2012	93	Action,Adventure,Comedy	https://letterboxd.com/film/iron-sky/	5.9	96070
Under the Silver Lake	tt5691670	2018	139	Crime,Drama,Mystery	https://letterboxd.com/film/under-the-silver-lake/	6.5	49221
Fences	tt2671706	2016	139	Drama	https://letterboxd.com/film/fences-2016/	7.2	115760
The Worst Person in the World	tt10370710	2021	128	Comedy,Drama,Romance	https://letterboxd.com/film/the-worst-person-in-the-world/	7.7	89741
The Nice Guys	tt3799694	2016	116	Action,Comedy,Crime	https://letterboxd.com/film/the-nice-guys/	7.4	360733
Booksmart	tt1489887	2019	102	Comedy	https://letterboxd.com/film/booksmart/	7.1	128361
Red Sparrow	tt2873282	2018	140	Action,Drama,Thriller	https://letterboxd.com/film/red-sparrow/	6.6	198134
Silver Linings Playbook	tt1045658	2012	122	Comedy,Drama,Romance	https://letterboxd.com/film/silver-linings-playbook/	7.7	733506
G.I. Joe: The Rise of Cobra	tt1046173	2009	118	Action,Adventure,Sci-Fi	https://letterboxd.com/film/gi-joe-the-rise-of-cobra/	5.7	213779
Ma Rainey's Black Bottom	tt10514222	2020	94	Drama,Music	https://letterboxd.com/film/ma-raineys-black-bottom/	6.9	57004
The Imaginarium of Doctor Parnassus	tt1054606	2009	123	Adventure,Comedy,Fantasy	https://letterboxd.com/film/the-imaginarium-of-doctor-parnassus/	6.8	152958
Crazy, Stupid, Love.	tt1570728	2011	118	Comedy,Drama,Romance	https://letterboxd.com/film/crazy-stupid-love/	7.4	551463
Stuber	tt7734218	2019	93	Action,Comedy,Crime	https://letterboxd.com/film/stuber/	6.2	50655
One Night in Miami...	tt10612922	2020	114	Drama	https://letterboxd.com/film/one-night-in-miami/	7.1	33801
Guardians of the Galaxy	tt2015381	2014	121	Action,Adventure,Comedy	https://letterboxd.com/film/guardians-of-the-galaxy/	8	1253312
The Lego Movie	tt1490017	2014	100	Action,Adventure,Animation	https://letterboxd.com/film/the-lego-movie/	7.7	381658
Minari	tt10633456	2020	115	Drama	https://letterboxd.com/film/minari/	7.4	92653
Thor: Love and Thunder	tt10648342	2022	118	Action,Adventure,Comedy	https://letterboxd.com/film/thor-love-and-thunder/	6.2	386009
Ralph Breaks the Internet	tt5848272	2018	112	Adventure,Animation,Comedy	https://letterboxd.com/film/ralph-breaks-the-internet/	7	177650
The Hunger Games: Catching Fire	tt1951264	2013	146	Action,Adventure,Sci-Fi	https://letterboxd.com/film/the-hunger-games-catching-fire/	7.5	705639
Selah and the Spades	tt8759834	2019	97	Drama	https://letterboxd.com/film/selah-and-the-spades/	5.1	1330
Mother!	tt5109784	2017	121	Drama,Horror,Mystery	https://letterboxd.com/film/mother-2017/	6.6	244350
Her	tt1798709	2013	126	Drama,Romance,Sci-Fi	https://letterboxd.com/film/her/	8	654551
Fast & Furious Presents: Hobbs & Shaw	tt6806448	2019	137	Action,Adventure,Thriller	https://letterboxd.com/film/fast-furious-presents-hobbs-shaw/	6.5	230680
The Neon Demon	tt1974419	2016	117	Horror,Thriller	https://letterboxd.com/film/the-neon-demon/	6.1	102335
Skyfall	tt1074638	2012	143	Action,Adventure,Thriller	https://letterboxd.com/film/skyfall/	7.8	721866
Star Wars: The Force Awakens	tt5215672	2015	21	Comedy	https://letterboxd.com/film/star-wars-the-force-awakens/	6.9	114
The Peanut Butter Falcon	tt4364194	2019	97	Adventure,Comedy,Drama	https://letterboxd.com/film/the-peanut-butter-falcon/	7.6	99318
The Hunger Games	tt1392170	2012	142	Action,Adventure,Sci-Fi	https://letterboxd.com/film/the-hunger-games/	7.2	979508
Eddie the Eagle	tt1083452	2015	106	Adventure,Biography,Comedy	https://letterboxd.com/film/eddie-the-eagle/	7.3	98754
The Matrix Resurrections	tt10838180	2021	148	Action,Sci-Fi	https://letterboxd.com/film/the-matrix-resurrections/	5.7	272397
It Chapter Two	tt7349950	2019	169	Drama,Fantasy,Horror	https://letterboxd.com/film/it-chapter-two/	6.5	293901
Evil Dead	tt1288558	2013	91	Horror	https://letterboxd.com/film/evil-dead/	6.5	194426
Gone Girl	tt2267998	2014	149	Drama,Mystery,Thriller	https://letterboxd.com/film/gone-girl/	8.1	1043223
Hustlers	tt5503686	2019	110	Comedy,Crime,Drama	https://letterboxd.com/film/hustlers-2019/	6.3	105966
X-Men: Days of Future Past	tt1877832	2014	132	Action,Adventure,Sci-Fi	https://letterboxd.com/film/x-men-days-of-future-past/	7.9	736252
Solo: A Star Wars Story	tt3778644	2018	135	Action,Adventure,Sci-Fi	https://letterboxd.com/film/solo-a-star-wars-story/	6.9	371724
The Hobbit: The Battle of the Five Armies	tt2310332	2014	144	Adventure,Fantasy	https://letterboxd.com/film/the-hobbit-the-battle-of-the-five-armies/	7.4	560448
Deadpool	tt1431045	2016	108	Action,Comedy	https://letterboxd.com/film/deadpool/	8	1099478
Batman v Superman: Dawn of Justice	tt2975590	2016	151	Action,Adventure,Sci-Fi	https://letterboxd.com/film/batman-v-superman-dawn-of-justice/	6.5	743901
Rogue One: A Star Wars Story	tt3748528	2016	133	Action,Adventure,Sci-Fi	https://letterboxd.com/film/rogue-one-a-star-wars-story/	7.8	674273
Jason Bourne	tt4196776	2016	123	Action,Thriller	https://letterboxd.com/film/jason-bourne/	6.6	238536
The Lego Batman Movie	tt4116284	2017	104	Action,Adventure,Animation	https://letterboxd.com/film/the-lego-batman-movie/	7.3	168402
Kong: Skull Island	tt3731562	2017	118	Action,Adventure,Fantasy	https://letterboxd.com/film/kong-skull-island/	6.7	339158
Guardians of the Galaxy Vol. 2	tt3896198	2017	136	Action,Adventure,Comedy	https://letterboxd.com/film/guardians-of-the-galaxy-vol-2/	7.6	743429
Bird Box	tt2737304	2018	124	Horror,Mystery,Sci-Fi	https://letterboxd.com/film/bird-box/	6.6	376414
Pokémon Detective Pikachu	tt11011018	2019	\N	Comedy	https://letterboxd.com/film/pokemon-detective-pikachu/	6.9	40
Star Wars: The Last Jedi	tt3486354	2008	3	Action,Fantasy,Sci-Fi	https://letterboxd.com/film/star-wars-the-last-jedi/	7.3	144
Mamma Mia! Here We Go Again	tt6911608	2018	114	Comedy,Musical,Romance	https://letterboxd.com/film/mamma-mia-here-we-go-again/	6.6	105356
Crazy Rich Asians	tt3104988	2018	120	Comedy,Drama,Romance	https://letterboxd.com/film/crazy-rich-asians/	6.9	185555
Zombieland	tt1156398	2009	88	Action,Comedy,Horror	https://letterboxd.com/film/zombieland/	7.6	609692
Looper	tt1276104	2012	119	Action,Drama,Sci-Fi	https://letterboxd.com/film/looper/	7.4	595835
The Northman	tt11138512	2022	137	Action,Adventure,Drama	https://letterboxd.com/film/the-northman/	7	241679
Paul Blart: Mall Cop	tt1114740	2009	91	Action,Comedy,Crime	https://letterboxd.com/film/paul-blart-mall-cop/	5.3	115881
Frozen II	tt4520988	2019	103	Adventure,Animation,Comedy	https://letterboxd.com/film/frozen-ii/	6.8	188964
Deadpool 2	tt5463162	2018	119	Action,Adventure,Comedy	https://letterboxd.com/film/deadpool-2/	7.6	626561
Terminator: Dark Fate	tt6450804	2019	128	Action,Adventure,Sci-Fi	https://letterboxd.com/film/terminator-dark-fate/	6.2	189860
Blue Valentine	tt1120985	2010	112	Drama,Romance	https://letterboxd.com/film/blue-valentine/	7.3	208167
House of Gucci	tt11214590	2021	158	Biography,Crime,Drama	https://letterboxd.com/film/house-of-gucci/	6.6	153998
Ford v Ferrari	tt1950186	2019	152	Action,Biography,Drama	https://letterboxd.com/film/ford-v-ferrari/	8.1	446829
Licorice Pizza	tt11271038	2021	133	Comedy,Drama,Romance	https://letterboxd.com/film/licorice-pizza/	7.1	135750
Nocturnal Animals	tt4550098	2016	116	Drama,Thriller	https://letterboxd.com/film/nocturnal-animals/	7.5	298054
Pixels	tt2120120	2015	105	Action,Comedy,Fantasy	https://letterboxd.com/film/pixels-2015/	5.6	155578
The Men Who Stare at Goats	tt1234548	2009	94	Comedy,War	https://letterboxd.com/film/the-men-who-stare-at-goats/	6.2	136538
Divergent	tt1840309	2014	139	Action,Adventure,Mystery	https://letterboxd.com/film/divergent/	6.6	481326
Shutter Island	tt1130884	2010	138	Mystery,Thriller	https://letterboxd.com/film/shutter-island/	8.2	1415526
Jennifer's Body	tt1131734	2009	102	Comedy,Horror	https://letterboxd.com/film/jennifers-body/	5.5	147542
Knives Out	tt8946378	2019	130	Comedy,Crime,Drama	https://letterboxd.com/film/knives-out-2019/	7.9	749774
The Girl with the Dragon Tattoo	tt1568346	2011	158	Crime,Drama,Mystery	https://letterboxd.com/film/the-girl-with-the-dragon-tattoo/	7.8	486546
Queen & Slim	tt8722346	2019	132	Crime,Drama,Romance	https://letterboxd.com/film/queen-slim/	7.1	34091
Julie & Julia	tt1135503	2009	123	Biography,Drama,Romance	https://letterboxd.com/film/julie-julia/	7	127044
District 9	tt1136608	2009	112	Action,Sci-Fi,Thriller	https://letterboxd.com/film/district-9/	7.9	707664
Jojo Rabbit	tt2584384	2019	108	Comedy,Drama,War	https://letterboxd.com/film/jojo-rabbit/	7.9	428092
Jumanji: Welcome to the Jungle	tt2283362	2017	119	Action,Adventure,Comedy	https://letterboxd.com/film/jumanji-welcome-to-the-jungle/	6.9	412296
Winter's Bone	tt1399683	2010	100	Drama,Mystery	https://letterboxd.com/film/winters-bone/	7.1	148348
Let the Right One In	tt1139797	2008	114	Drama,Fantasy,Horror	https://letterboxd.com/film/let-the-right-one-in/	7.8	224643
Ant-Man and the Wasp	tt5095030	2018	118	Action,Adventure,Comedy	https://letterboxd.com/film/ant-man-and-the-wasp/	7	439975
Thor: Ragnarok	tt3501632	2017	130	Action,Adventure,Comedy	https://letterboxd.com/film/thor-ragnarok/	7.9	800885
Sorry to Bother You	tt5688932	2018	112	Comedy,Drama,Fantasy	https://letterboxd.com/film/sorry-to-bother-you/	6.9	86482
The Greatest Showman	tt1485796	2017	105	Biography,Drama,Musical	https://letterboxd.com/film/the-greatest-showman/	7.5	303099
Jumanji: The Next Level	tt7975244	2019	123	Action,Adventure,Comedy	https://letterboxd.com/film/jumanji-the-next-level/	6.7	274001
The White Ribbon	tt1149362	2009	144	Drama,Mystery,Thriller	https://letterboxd.com/film/the-white-ribbon/	7.8	76693
Colossal	tt4680182	2016	109	Comedy,Drama,Fantasy	https://letterboxd.com/film/colossal-2016/	6.2	68200
Uncut Gems	tt5727208	2019	135	Crime,Drama,Thriller	https://letterboxd.com/film/uncut-gems/	7.4	308909
Glass Onion	tt11564570	2022	139	Comedy,Crime,Drama	https://letterboxd.com/film/glass-onion/	7.1	419436
The Hobbit: The Desolation of Smaug	tt1170358	2013	161	Adventure,Drama,Fantasy	https://letterboxd.com/film/the-hobbit-the-desolation-of-smaug/	7.8	692929
Color Out of Space	tt5073642	2019	111	Horror,Mystery,Sci-Fi	https://letterboxd.com/film/color-out-of-space/	6.2	54546
Bronson	tt1172570	2008	92	Action,Crime,Drama	https://letterboxd.com/film/bronson/	7	138974
Fifty Shades of Grey	tt2322441	2015	125	Drama,Romance,Thriller	https://letterboxd.com/film/fifty-shades-of-grey/	4.2	331492
10 Cloverfield Lane	tt1179933	2016	103	Drama,Horror,Mystery	https://letterboxd.com/film/10-cloverfield-lane/	7.2	348257
The Banshees of Inisherin	tt11813216	2022	114	Comedy,Drama	https://letterboxd.com/film/the-banshees-of-inisherin/	7.7	234997
Don Jon	tt2229499	2013	90	Comedy,Drama,Romance	https://letterboxd.com/film/don-jon/	6.5	245390
My Name Is Khan	tt1188996	2010	165	Adventure,Drama,Romance	https://letterboxd.com/film/my-name-is-khan/	7.9	113877
The Skin I Live In	tt1189073	2011	120	Drama,Horror,Mystery	https://letterboxd.com/film/the-skin-i-live-in/	7.6	162876
Enter the Void	tt1191111	2009	161	Drama,Fantasy	https://letterboxd.com/film/enter-the-void/	7.2	86444
Independence Day: Resurgence	tt1628841	2016	120	Action,Adventure,Sci-Fi	https://letterboxd.com/film/independence-day-resurgence/	5.2	186699
Magic Mike	tt1915581	2012	110	Comedy,Drama	https://letterboxd.com/film/magic-mike/	6.1	145940
Harry Potter and the Deathly Hallows: Part 2	tt1201607	2011	130	Adventure,Family,Fantasy	https://letterboxd.com/film/harry-potter-and-the-deathly-hallows-part-2/	8.1	927627
Django Unchained	tt1853728	2012	165	Drama,Western	https://letterboxd.com/film/django-unchained/	8.5	1655562
Blade Runner 2049	tt1856101	2017	164	Action,Drama,Mystery	https://letterboxd.com/film/blade-runner-2049/	8	636004
Gran Torino	tt1205489	2008	116	Drama	https://letterboxd.com/film/gran-torino/	8.1	804156
The Lost City of Z	tt1212428	2016	141	Adventure,Biography,Drama	https://letterboxd.com/film/the-lost-city-of-z/	6.6	97564
The Dark Knight Rises	tt1345836	2012	164	Action,Drama,Thriller	https://letterboxd.com/film/the-dark-knight-rises/	8.4	1792387
Green Book	tt6966692	2018	130	Biography,Comedy,Drama	https://letterboxd.com/film/green-book/	8.2	545218
Goodbye Berlin	tt4911940	2016	93	Comedy,Drama,Family	https://letterboxd.com/film/goodbye-berlin/	6.9	10776
Baby Driver	tt3890160	2017	113	Action,Crime,Drama	https://letterboxd.com/film/baby-driver/	7.6	590532
A Monster Calls	tt3416532	2016	108	Adventure,Drama,Family	https://letterboxd.com/film/a-monster-calls/	7.4	92306
Monster Hunter	tt6475714	2020	103	Action,Adventure,Fantasy	https://letterboxd.com/film/monster-hunter-2020/	5.2	66382
Insidious	tt1591095	2010	103	Horror,Mystery,Thriller	https://letterboxd.com/film/insidious/	6.8	333697
Hidden Figures	tt4846340	2016	127	Biography,Drama,History	https://letterboxd.com/film/hidden-figures/	7.8	248913
John Wick	tt2911666	2014	101	Action,Crime,Thriller	https://letterboxd.com/film/john-wick/	7.4	722023
The Grand Budapest Hotel	tt2278388	2014	99	Adventure,Comedy,Crime	https://letterboxd.com/film/the-grand-budapest-hotel/	8.1	868237
12 Years a Slave	tt2024544	2013	134	Biography,Drama,History	https://letterboxd.com/film/12-years-a-slave/	8.1	730590
Fish Tank	tt1232776	2009	123	Drama	https://letterboxd.com/film/fish-tank/	7.3	64521
Burning	tt7282468	2018	148	Drama,Mystery,Thriller	https://letterboxd.com/film/burning-2018/	7.5	73567
The Lobster	tt3464902	2015	119	Drama,Romance,Sci-Fi	https://letterboxd.com/film/the-lobster/	7.1	280171
We Need to Talk About Kevin	tt1242460	2011	112	Drama,Mystery,Thriller	https://letterboxd.com/film/we-need-to-talk-about-kevin/	7.5	164972
